ew,pp,tt,period_start,period_end,n_found,n_used,status,median_mpv,max_abs_residual,missing_days,flagged_days,numeric_excluded_days,qa_flag,source,split_day,n_before,n_after,signed_median_shift,notes,constant,constant_error,chi2,ndf,chi2_ndf,max_weight_fraction,dominant_day
1,1,25,169,175,7,7,provisional,137.616074,1.3532104020782754,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.63458240207828,0.26449748120956873,4.996634316259402,6,0.8327723860432337,0.31963745376047953,173
1,1,26,169,175,7,7,provisional,138.108932,1.5732384167441182,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.3801234167441,0.24512565179189794,10.576563454924544,6,1.7627605758207574,0.32900152532143084,173
1,1,27,169,175,7,7,provisional,140.303406,1.2021289663433663,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.90188196634335,0.2664418137310435,8.763276026416792,6,1.4605460044027987,0.3149873493026971,173
1,1,28,169,175,7,7,provisional,140.355484,1.5804778720958552,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.56268587209587,0.24915283864351898,3.600080666201788,6,0.6000134443669647,0.3228055432777026,173
1,1,29,169,175,7,7,provisional,138.359482,1.1805126568177116,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.55589365681772,0.2633764075812911,8.053469832038104,6,1.3422449720063507,0.2855220330952507,173
1,1,30,169,175,7,7,provisional,138.095612,2.698447719731604,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.3285142802684,0.24447548409502112,13.269654259422762,6,2.211609043237127,0.3151564666994523,173
1,1,31,169,175,7,7,provisional,137.921432,0.9313333892882554,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.30863738928826,0.25090084416920305,8.263069750426252,6,1.3771782917377087,0.34470453016601427,173
1,2,1,169,175,7,7,provisional,135.888565,2.538537564458636,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.06139556445865,0.3396793006308088,6.443856264701354,6,1.0739760441168924,0.3672306260662841,173
1,2,2,169,175,7,7,provisional,134.116989,1.6968662210578884,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.6910072210579,0.3242991190279201,5.996807065803991,6,0.9994678443006652,0.3228718147726722,173
1,2,3,169,175,7,7,provisional,135.119461,3.4993209011128954,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.1436540988871,0.2759496044581715,7.578369018317058,6,1.263061503052843,0.3403115375496374,173
1,2,4,169,175,7,7,provisional,137.055862,2.516885842919237,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.23409484291923,0.20815576194640298,19.306079139163295,6,3.2176798565272158,0.3338838535970757,173
1,2,5,169,175,7,7,provisional,136.519226,0.8893707917008271,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.95034479170081,0.23450778319260812,5.747097156458667,6,0.9578495260764445,0.3430323371284378,173
1,2,6,169,175,7,7,provisional,136.832062,2.304163213399306,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.9962562133993,0.21059874743810256,7.077240473658466,6,1.1795400789430777,0.3249219618863005,173
1,2,7,169,175,7,7,provisional,138.303833,1.0548637223510013,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.377295277649,0.238635347789964,6.416506370924884,6,1.0694177284874806,0.34257371556222804,173
1,2,8,169,175,7,7,provisional,137.854416,1.3833307727833244,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.95748877278334,0.2234056770543626,9.600232028080233,6,1.6000386713467056,0.30372526147607737,173
1,2,9,169,175,7,7,provisional,138.794037,1.5428361723373314,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.85064182766266,0.2081292731045369,4.790736443015974,6,0.7984560738359957,0.32305370202433625,173
1,2,10,169,175,7,0,manual_review,,,,,,insufficient_points,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,,,,,,,
1,2,11,169,175,7,7,provisional,139.073135,0.8570708246950289,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,139.19191017530497,0.21099367576853847,4.549660827454688,6,0.7582768045757814,0.3242730654155475,173
1,2,12,169,175,7,7,provisional,135.801636,1.4144488123769747,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.70795181237696,0.21720805135160134,10.797249638793746,6,1.7995416064656242,0.3035286024676459,173
1,2,13,169,175,7,7,provisional,136.349548,1.4435461306021296,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.59866713060214,0.23964513481941754,7.2840012499505695,6,1.214000208325095,0.3567708844786014,173
1,2,14,169,175,7,7,provisional,135.827499,3.1232598662282385,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.02252086622823,0.221664736531798,13.988774089184762,6,2.3314623481974603,0.3069510624349795,173
1,2,15,169,175,7,7,provisional,134.449615,1.0575528802403085,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.6150788802403,0.2287238162990013,8.781057496596684,6,1.463509582766114,0.30894036490836785,173
1,2,16,169,175,7,7,provisional,135.146286,1.6433578675727176,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.52740586757272,0.22268685071239333,26.630386639730094,6,4.438397773288349,0.3453028090631484,173
1,2,17,169,175,7,7,provisional,135.853516,1.45531442761569,,,,,cracz,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.9375384276157,0.2416308076736729,14.334055080102612,6,2.389009180017102,0.3347088236949797,173
