day,ew,pp,tt,mpv,mpv_error,auto_flag,source,source_stage,source_file,in_primary_range
182,0,9,24,133.515869,0.420276,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,25,132.12912,0.458074,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,26,135.929779,0.454115,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,27,134.747864,0.456646,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,28,132.717865,0.470696,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,29,135.459564,0.473117,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,30,139.213394,0.472088,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,9,31,133.449493,0.499378,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,1,131.932587,0.633866,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,2,130.729813,0.480888,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,3,128.997864,0.7817,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,4,128.902725,0.439014,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,5,129.016266,0.423972,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,6,128.743576,0.417403,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,7,128.707275,0.417738,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,8,132.351532,0.377456,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,9,133.938187,0.36219,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,10,138.980957,0.421302,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,11,140.779724,0.469619,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,12,138.775528,0.438028,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,13,138.957565,0.495229,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,14,138.869003,0.432866,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,15,137.0289,0.465796,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,16,141.150986,0.440567,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,17,141.076736,0.462461,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,18,139.796356,0.465981,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,19,139.631165,0.467205,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,20,139.081192,0.428188,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,21,140.063065,0.469654,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,22,139.456665,0.438223,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,23,141.276077,0.503525,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,24,133.88945,0.469132,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,25,136.261963,0.460042,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,26,135.385742,0.47435,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,27,137.629639,0.463916,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,28,130.372299,0.538131,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,29,136.825729,0.476468,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,30,137.865814,0.50834,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,10,31,133.354889,0.530376,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,1,129.998917,0.722684,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,2,127.685112,0.6331,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,3,132.710678,0.747602,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,4,131.144272,0.452879,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,5,132.311508,0.465439,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,6,132.279297,0.523286,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,7,131.063049,0.460435,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,8,128.560867,0.379446,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,9,130.980103,0.429425,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,10,134.30455,0.456775,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,11,135.168289,0.473003,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,12,137.655396,0.477904,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,13,134.907806,0.462384,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,14,131.385712,0.432385,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,15,134.680542,0.476289,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,16,137.494049,0.44473,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,17,131.653275,0.436869,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,18,132.052063,0.430014,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,19,131.360123,0.44627,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,20,134.440292,0.47524,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,21,131.553009,0.44519,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,22,133.793808,0.458983,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,23,131.389618,0.46512,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,24,135.579788,0.486766,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,25,132.632309,0.452469,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,26,135.280823,0.480117,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,27,133.66684,0.482771,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,28,135.711777,0.496783,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,29,131.546539,0.4708,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,30,135.853775,0.5145,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,11,31,132.624466,0.501784,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,1,135.446686,0.589045,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,2,127.357811,0.643906,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,3,126.889809,0.667608,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,4,131.840057,0.442159,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,5,133.51088,0.42172,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,6,131.831589,0.408129,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,7,129.406418,0.42279,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,8,132.876312,0.395239,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,9,133.630005,0.369204,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,10,136.369095,0.429819,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,11,136.105591,0.39859,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,12,136.056915,0.424716,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,13,135.787231,0.425466,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,14,132.795624,0.397936,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,15,136.990036,0.415504,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,16,138.996689,0.41593,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,17,134.969604,0.384773,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,18,135.54744,0.4452,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,19,136.230759,0.423901,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,20,136.274216,0.409835,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,21,137.168549,0.386039,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,22,132.605057,0.391544,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,23,136.051743,0.394607,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,24,137.45961,0.423572,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,25,135.109528,0.445583,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,26,135.658966,0.430426,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,27,134.711533,0.454745,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,28,136.503708,0.46972,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,29,136.245255,0.476659,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,30,135.589615,0.472942,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,0,12,31,136.831421,0.524098,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,1,131.335541,0.590982,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,2,128.721939,0.721079,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,3,131.230881,0.620917,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,4,129.616684,0.528251,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,5,130.711288,0.488508,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,6,135.0,0.488508,fit_failed,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,7,136.185455,0.531495,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,8,133.065781,0.5167,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,9,132.53772,0.466556,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,10,133.962219,0.484831,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,11,133.161011,0.477572,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,12,132.805588,0.505389,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,13,133.863007,0.546249,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,14,133.591644,0.514666,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,15,134.618805,0.512738,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,16,131.29277,0.472496,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,17,128.586304,0.481408,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,18,132.653473,0.497843,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,19,131.894608,0.479507,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,20,131.711151,0.513035,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,21,128.199295,0.50269,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,22,132.049423,0.499057,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,23,131.899246,0.494819,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,24,137.09523,0.546846,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,25,132.454285,0.546353,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,26,132.780411,0.536312,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,27,135.571915,0.594069,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,28,135.766159,0.561138,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,29,133.703568,0.580656,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,30,133.731735,0.475337,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,1,31,133.709869,0.557532,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,1,130.643936,0.66161,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,2,129.674637,0.570459,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,3,130.53923,0.548889,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,4,133.212158,0.473163,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,5,134.71666,0.453899,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,6,133.958664,0.438234,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,7,135.096466,0.524844,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,8,134.77681,0.481307,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,9,138.152023,0.469677,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,10,135.0,0.469677,fit_failed,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,11,134.690857,0.489981,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,12,131.079956,0.483033,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,13,130.72113,0.519727,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,14,131.036102,0.482106,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,15,129.625153,0.511237,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,16,129.481155,0.478537,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,17,131.040375,0.512212,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,18,130.511169,0.536079,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,19,129.741318,0.515519,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,20,134.042496,0.486093,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,21,130.570694,0.498443,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,22,131.627518,0.501318,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,23,129.372589,0.525411,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,24,134.045822,0.606598,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,25,130.006424,0.591974,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,26,132.910065,0.502334,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,27,132.148575,0.582914,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,28,131.659439,0.513433,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,29,133.652405,0.581163,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,30,132.054108,0.493735,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,2,31,132.399155,0.584677,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,1,125.294746,1.199393,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,2,131.310349,0.607018,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,3,130.728226,0.623673,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,4,131.637344,0.55115,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,5,131.465225,0.583952,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,6,133.015625,0.540644,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,7,128.959946,0.549787,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,8,132.735657,0.545273,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,9,128.391083,0.581801,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,10,131.304077,0.481767,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,11,130.701218,0.51849,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,12,134.291351,0.517734,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,13,130.773438,0.587552,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,14,132.979614,0.492357,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,15,131.675812,0.504589,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,16,129.680618,0.462606,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,17,128.741653,0.493389,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,18,130.732895,0.499596,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,19,127.41407,0.556027,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,20,130.423721,0.498262,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,21,131.582474,0.477256,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,22,129.783798,0.512409,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,23,126.921616,0.561967,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,24,129.03183,0.566717,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,25,132.349442,0.600397,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,26,133.280884,0.60086,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,27,130.306183,0.551367,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,28,131.532242,0.651134,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,29,134.892838,0.621051,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,30,132.528381,0.728423,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,3,31,130.902893,0.554567,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,1,134.94725,0.532653,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,2,128.486115,0.802246,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,3,132.396637,0.572912,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,4,133.000473,0.515083,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,5,134.621155,0.460495,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,6,136.895752,0.509194,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,7,138.268311,0.493688,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,8,138.115143,0.485475,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,9,138.061142,0.495246,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,10,133.895645,0.471757,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,11,133.059418,0.479363,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,12,133.563934,0.501583,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,13,133.084641,0.488132,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,14,133.329361,0.474109,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,15,132.82338,0.509862,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,16,135.520248,0.504223,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,17,136.54274,0.50947,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,18,134.971359,0.490499,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,19,135.470047,0.532044,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,20,134.438507,0.550696,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,21,138.590714,0.530055,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,22,133.539429,0.587561,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,23,137.057693,0.524429,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,24,135.007141,0.612286,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,25,135.945862,0.602576,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,26,133.808395,0.591148,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,27,135.348679,0.586254,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,28,136.86026,0.586979,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,29,140.081772,0.631658,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,30,136.207962,0.611243,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,4,31,134.321182,0.663879,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,1,130.24765,0.749294,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,2,127.758606,0.728044,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,3,128.421356,0.780014,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,4,129.959595,0.540495,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,5,132.568329,0.458661,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,6,129.047226,0.498456,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,7,129.276245,0.516259,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,8,130.816803,0.478005,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,9,133.963333,0.433615,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,10,127.868813,0.551902,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,11,134.60733,0.487926,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,12,131.1017,0.503529,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,13,130.739624,0.525401,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,14,132.913315,0.519686,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,15,129.554199,0.601336,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,16,131.779175,0.509687,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,17,130.88652,0.494148,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,18,131.191315,0.543723,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,19,132.56163,0.502469,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,20,131.794571,0.561511,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,21,130.278625,0.512688,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,22,133.281982,0.584332,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,23,127.984261,0.610847,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,24,132.475952,0.538217,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,25,131.926987,0.547612,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,26,132.853745,0.56088,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,27,133.557831,0.603993,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,28,134.009674,0.576764,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,29,131.340866,0.658623,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,30,132.581711,0.576119,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,5,31,131.552002,0.591044,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,1,99.006424,1.641759,different_from_nominal,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,2,129.467621,0.55208,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,3,132.269333,0.518021,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,4,134.911133,0.460885,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,5,134.506943,0.450327,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,6,132.169785,0.45522,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
182,1,6,7,133.014725,0.43514,not_flagged,ding,automatic_daily_fit,NmipConstantsDay182.txt,True
