day,ew,pp,tt,mpv,mpv_error,auto_flag,source,source_stage,source_file,in_primary_range
213,0,8,2,127.235489,0.235439,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,3,132.0979,0.174066,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,4,128.857376,0.157342,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,5,129.355652,0.149425,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,6,129.29631,0.13698,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,7,132.065201,0.135099,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,8,130.330734,0.117849,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,9,130.840195,0.119703,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,10,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,11,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,12,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,13,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,14,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,15,135.0,0.119703,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,16,139.845215,0.140254,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,17,137.057327,0.137104,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,18,136.973511,0.141292,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,19,134.871735,0.140241,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,20,138.173248,0.141218,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,21,135.888382,0.139311,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,22,139.478287,0.146394,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,23,136.159561,0.139368,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,24,134.425095,0.136962,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,25,132.098068,0.13678,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,26,133.796951,0.136595,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,27,132.319214,0.136356,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,28,131.928741,0.148172,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,29,133.561874,0.141948,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,30,133.469376,0.15076,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,8,31,129.299484,0.152079,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,1,132.974884,0.191714,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,2,128.382797,0.207236,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,3,130.578995,0.171323,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,4,128.496353,0.154038,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,5,129.680283,0.160858,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,6,127.090439,0.15631,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,7,130.641129,0.134312,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,8,127.011795,0.132509,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,9,130.083664,0.124198,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,10,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,11,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,12,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,13,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,14,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,15,135.0,0.124198,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,16,136.433289,0.132242,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,17,135.142334,0.13844,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,18,137.603409,0.136741,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,19,133.77951,0.139195,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,20,135.788345,0.141632,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,21,139.444168,0.136105,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,22,139.76149,0.144293,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,23,136.747375,0.147188,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,24,134.537506,0.128904,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,25,130.764297,0.141898,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,26,134.348831,0.136962,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,27,134.737793,0.140766,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,28,132.360336,0.147367,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,29,132.873337,0.139298,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,30,137.325958,0.144784,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,9,31,133.665451,0.147212,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,1,130.415359,0.200346,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,2,130.494339,0.153566,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,3,127.189133,0.257833,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,4,128.465988,0.13891,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,5,128.317947,0.125734,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,6,129.446136,0.129343,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,7,129.317078,0.128558,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,8,132.410767,0.119124,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,9,134.116455,0.115657,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,10,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,11,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,12,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,13,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,14,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,15,135.0,0.115657,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,16,140.93927,0.135186,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,17,139.89798,0.138066,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,18,139.408707,0.142432,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,19,138.375504,0.141419,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,20,138.565582,0.133547,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,21,140.415451,0.148034,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,22,139.929123,0.139913,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,23,140.854965,0.152492,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,24,134.506851,0.146281,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,25,134.531891,0.140377,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,26,136.4384,0.148053,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,27,137.818405,0.140698,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,28,128.793015,0.170833,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,29,141.604752,0.154571,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,30,138.108093,0.158936,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,10,31,133.864761,0.161812,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,1,130.403259,0.24104,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,2,125.559616,0.251599,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,3,132.082169,0.243322,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,4,130.998688,0.13937,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,5,131.11908,0.135987,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,6,132.359802,0.16423,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,7,129.934616,0.139515,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,8,127.212234,0.120055,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,9,130.346252,0.135792,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,10,135.0,0.135792,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,11,135.0,0.135792,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,12,135.0,0.135792,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,13,135.0,0.135792,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,14,131.240372,0.132761,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,15,133.875259,0.145248,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,16,135.972778,0.135339,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,17,131.276016,0.138845,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,18,131.203674,0.134609,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,19,130.511658,0.136088,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,20,135.225494,0.150852,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,21,132.521896,0.144369,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,22,132.614975,0.134798,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,23,130.839691,0.145557,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,24,135.359726,0.145366,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,25,132.313904,0.149443,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,26,136.57193,0.152587,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,27,132.504684,0.149428,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,28,133.421326,0.140616,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,29,130.096512,0.157405,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,30,134.47641,0.160369,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,11,31,131.983154,0.160422,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,1,136.345673,0.17443,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,2,126.323563,0.232436,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,3,125.753944,0.228956,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,4,130.731171,0.127369,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,5,133.055206,0.129163,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,6,131.472031,0.125929,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,7,129.406967,0.130436,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,8,133.463791,0.119616,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,9,133.609436,0.113341,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,10,135.26268,0.130339,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,11,136.383972,0.124112,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,12,134.940323,0.131298,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,13,135.038528,0.128179,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,14,133.271439,0.128303,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,15,136.291061,0.127601,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,16,138.927353,0.128104,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,17,135.232086,0.120434,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,18,135.280106,0.133992,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,19,135.366608,0.127871,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,20,134.627747,0.125981,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,21,136.651337,0.122897,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,22,131.183548,0.121718,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,23,136.196411,0.125066,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,24,138.538986,0.131008,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,25,134.199478,0.138726,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,26,136.61676,0.140495,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,27,134.756943,0.139452,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,28,135.699722,0.144608,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,29,135.129242,0.145635,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,30,136.067627,0.150429,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,0,12,31,135.363113,0.162654,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,1,129.753601,0.184835,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,2,128.074509,0.251001,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,3,130.279526,0.1887,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,4,129.363846,0.166643,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,5,129.348129,0.15596,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,6,135.0,0.15596,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,7,134.101578,0.160648,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,8,131.311478,0.160251,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,9,132.133728,0.142376,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,10,132.272827,0.151203,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,11,132.362656,0.14834,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,12,130.23436,0.150141,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,13,131.628525,0.164759,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,14,131.889252,0.154211,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,15,132.677322,0.154686,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,16,131.815125,0.14664,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,17,128.540222,0.145361,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,18,132.293472,0.157129,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,19,130.933334,0.147121,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,20,131.787186,0.153895,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,21,128.247467,0.156388,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,22,132.737625,0.154089,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,23,131.877243,0.155455,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,24,138.584045,0.174615,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,25,133.492249,0.175849,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,26,134.878738,0.170924,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,27,135.555939,0.169921,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,28,136.825424,0.170416,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,29,134.638901,0.179931,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,30,134.566864,0.167593,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,1,31,133.971405,0.167981,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,1,131.891373,0.214624,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,2,129.373764,0.178253,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,3,129.754639,0.169225,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,4,130.287338,0.137662,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,5,133.291351,0.139646,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,6,133.294128,0.142567,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,7,133.79599,0.153352,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,8,133.587875,0.14707,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,9,135.990219,0.139111,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,10,135.0,0.139111,fit_failed,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,11,134.587418,0.155066,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,12,129.661255,0.145929,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,13,129.997543,0.157967,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,14,128.472214,0.143489,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,15,127.501534,0.145219,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,16,130.788956,0.149382,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,17,131.181366,0.157041,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,18,130.646255,0.153243,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,19,130.253464,0.151195,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,20,134.459045,0.156163,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,21,131.675537,0.161546,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,22,131.65712,0.15696,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,23,130.18396,0.160829,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,24,134.303543,0.183448,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,25,129.742233,0.180913,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,26,133.541168,0.174711,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,27,128.617416,0.171965,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,28,131.624863,0.154149,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,29,132.879471,0.168244,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,30,132.22905,0.164526,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,2,31,132.918259,0.177482,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,1,119.441513,0.555897,different_from_nominal,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,2,131.116058,0.189127,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,3,131.58078,0.188519,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,4,129.794006,0.161842,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,5,131.33844,0.173892,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,6,136.03952,0.153979,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,7,131.777802,0.153394,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,8,133.566528,0.146517,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,9,131.731125,0.154549,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,10,131.016464,0.154798,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,11,129.001602,0.159631,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,12,133.629776,0.160561,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,13,127.884048,0.177692,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,14,131.185699,0.145108,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,15,129.865219,0.152507,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,16,133.026154,0.14717,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,17,131.321106,0.157648,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,18,134.699051,0.163785,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,19,130.856171,0.170421,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,20,133.177689,0.162394,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,21,134.581757,0.169387,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,22,133.421265,0.169554,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,23,130.967209,0.181455,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,24,129.350693,0.183958,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,25,131.430161,0.178054,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,26,133.775955,0.177443,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,27,130.707581,0.175925,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,28,132.266388,0.204343,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,29,134.801239,0.194185,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,30,131.583527,0.218,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,3,31,133.060913,0.177349,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,1,134.9189,0.170646,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,2,126.385284,0.276141,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,3,131.974518,0.175853,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,4,133.700836,0.161741,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,5,134.218948,0.142595,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,6,136.541611,0.153176,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,7,137.32457,0.151587,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,8,136.672333,0.145482,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,9,137.327942,0.14504,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,10,131.333801,0.14208,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,11,131.102783,0.146292,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,12,131.620926,0.151207,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,13,131.302551,0.151434,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,14,130.773712,0.142235,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,15,130.97345,0.153168,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
213,1,4,16,138.247482,0.166457,not_flagged,ding,automatic_daily_fit,NmipConstantsDay213.txt,True
