ew,pp,tt,period_start,period_end,n_found,n_used,status,median_mpv,max_abs_residual,missing_days,flagged_days,numeric_excluded_days,qa_flag,source,split_day,n_before,n_after,signed_median_shift,notes,constant,constant_error,chi2,ndf,chi2_ndf,max_weight_fraction,dominant_day
0,8,29,176,182,7,7,provisional,134.398544,1.0099751125148657,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.45048111251486,0.2098054354490844,3.9164457495349185,6,0.6527409582558198,0.21367950084387774,181
0,8,30,176,182,7,7,provisional,134.685089,0.8667743726165611,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.63391037261655,0.22599179013656706,6.56011622514484,6,1.0933527041908067,0.22756294538385957,181
0,8,31,176,182,7,7,provisional,131.141815,2.4497804180291496,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.17222341802915,0.22469055197357402,14.671081455071247,6,2.4451802425118747,0.2160966196761403,181
0,9,1,176,182,7,7,provisional,133.823273,2.079323662630344,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.12143633736966,0.29638446728045037,7.653713151895048,6,1.2756188586491748,0.23372715249226625,182
0,9,2,176,182,7,7,provisional,131.195663,2.275998590165301,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.0528535901653,0.29216450990047926,5.723855131815943,6,0.9539758553026573,0.21535885348847744,181
0,9,3,176,182,7,7,provisional,130.751648,1.0080936229804536,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.29111637701953,0.25301206630422607,8.361100385671227,6,1.3935167309452046,0.21522465231187568,181
0,9,4,176,182,7,7,provisional,130.019394,2.2302267719651354,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.16185977196514,0.21698930034789085,20.43637594009236,6,3.40606265668206,0.22743119207722676,181
0,9,5,176,182,7,7,provisional,131.086044,0.8078812598546392,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.23214274014535,0.2342031748327399,3.486062354600246,6,0.5810103924333744,0.21276208874089803,181
0,9,6,176,182,7,7,provisional,128.287888,0.9259013312327511,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,128.29876866876725,0.22665499654704224,5.665965664328201,6,0.9443276107213668,0.22431942264876575,181
0,9,7,176,182,7,7,provisional,131.05275,0.7480512694190509,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.00078873058095,0.20021447470559245,6.134426908929364,6,1.0224044848215608,0.21864737821024338,181
0,9,8,176,182,7,7,provisional,127.582024,1.0356523346301714,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,127.39300533463017,0.19266206367485306,9.920379789253705,6,1.6533966315422841,0.20762582540040106,182
0,9,9,176,182,7,7,provisional,130.978836,0.5937607191102643,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.14021728088974,0.18185780099296578,4.695966393345516,6,0.782661065557586,0.2187076252617404,181
0,9,10,176,182,7,7,provisional,135.02829,1.5193144030265557,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.00772459697345,0.217904759686377,19.96452210211612,6,3.327420350352687,0.21745331622193545,182
0,9,11,176,182,7,7,provisional,135.201782,0.9466680863789918,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.383745913621,0.2140501619276772,5.452766286398231,6,0.9087943810663718,0.22407382850595384,181
0,9,12,176,182,7,7,provisional,135.585251,0.8283703309202224,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.68092433092022,0.21787829558553334,6.717393469445243,6,1.1195655782408738,0.21655623149193234,181
0,9,13,176,182,7,7,provisional,134.543747,1.1159527399904619,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.82075426000955,0.22608705266670487,6.89164104584679,6,1.148606840974465,0.21750226685698926,182
0,9,14,176,182,7,7,provisional,139.989273,0.8090036754963421,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,139.97546167549635,0.21279563003761862,3.6350786259070462,6,0.6058464376511744,0.20627778339972874,182
0,9,15,176,182,7,7,provisional,135.623764,1.1778582495886951,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.7100082495887,0.21130428840847668,8.770144987448013,6,1.4616908312413355,0.2201018614716951,181
0,9,16,176,182,7,7,provisional,137.976059,1.173907280490596,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.7665282804906,0.1971460703304665,6.358996871138857,6,1.0598328118564762,0.22009092877831715,181
0,9,17,176,182,7,7,provisional,137.373764,1.261801580326022,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.40163541967397,0.20676993892942708,13.819024109231744,6,2.3031706848719575,0.20957896553085373,181
0,9,18,176,182,7,7,provisional,139.119522,1.1240602190208904,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.7385347809791,0.20472195818870162,8.788615119945979,6,1.464769186657663,0.2146359536987759,182
