rank,priority_tier,ew,pp,tt,period_start,period_end,n_found,n_used,status,median_mpv,max_abs_residual,missing_days,flagged_days,numeric_excluded_days,qa_flag,source,split_day,n_before,n_after,signed_median_shift,notes,constant,constant_error,chi2,ndf,chi2_ndf,max_weight_fraction,dominant_day
82,2,1,5,2,162,168,7,7,provisional,126.46711,9.903978852314907,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,126.8874378523149,0.2918410757339633,42.48848902132694,6,7.081414836887824,0.3518998849427774,168
83,2,0,5,4,162,168,7,7,provisional,132.85675,2.3549143303849576,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,132.50347433038496,0.18783694428096565,42.43857344339322,6,7.073095573898869,0.3647534083129984,168
84,2,0,12,25,162,168,7,7,provisional,133.066101,6.5297245548174345,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.95276655481743,0.18749090223890277,41.807730646104304,6,6.967955107684051,0.378059443247441,168
85,2,0,5,28,162,168,7,7,provisional,132.584656,2.484437012883518,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.20996201288352,0.1999881068207304,41.752669539467725,6,6.958778256577954,0.365827659173253,168
86,2,0,1,9,162,168,7,7,provisional,126.776993,2.1182515744076795,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,125.82589342559233,0.18922018070262833,41.56320297200218,6,6.927200495333697,0.40221887087460834,168
87,2,0,2,1,162,168,7,7,provisional,134.922043,4.642790950180853,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.11903295018087,0.25332152993737633,41.35687971082465,6,6.892813285137442,0.33278362255721333,168
88,2,1,6,18,162,168,7,7,provisional,133.001038,2.4936576317820425,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.04430163178205,0.20313462617358505,41.13855916864319,6,6.856426528107199,0.37102201731937035,168
89,2,0,8,22,162,168,7,7,provisional,140.83728,2.6649282870000945,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,141.2497822870001,0.20832482980641231,40.493025047074156,6,6.748837507845693,0.3742340136138154,168
90,2,1,2,31,162,168,7,7,provisional,132.736603,4.82131134863792,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.3332593486379,0.2287888291996718,40.4650875942896,6,6.744181265714933,0.32445673148773035,168
91,2,0,12,27,162,168,7,7,provisional,132.885986,3.3568835884346697,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.97861858843467,0.18516579064737743,40.09820775149132,6,6.6830346252485535,0.36082416300282466,168
92,2,0,1,27,162,168,7,7,provisional,131.50145,3.224332047360548,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,132.42761495263946,0.1984446337073168,40.04826428013713,6,6.6747107133561885,0.3581006805966422,168
93,2,0,2,30,162,168,7,7,provisional,133.7034,2.178973766114126,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.86043176611412,0.19421819178615643,39.95064115458167,6,6.658440192430278,0.3723607043129086,168
94,2,1,10,29,162,168,7,7,provisional,132.915436,5.280341879973662,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.34651887997367,0.26946948802869086,39.943205071787666,6,6.657200845297944,0.3452563093024301,168
95,2,0,5,26,162,168,7,7,provisional,131.717697,3.6356130800541564,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,132.59950991994583,0.18620468174489438,39.932368437823826,6,6.6553947396373045,0.3728852357869016,168
96,2,0,12,10,162,168,7,7,provisional,136.202682,4.361881606984724,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.08600260698472,0.18256327786733242,39.694938684819554,6,6.615823114136592,0.38148179840977414,168
97,2,0,11,5,162,168,7,7,provisional,130.804596,3.9794130638680087,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.704602063868,0.20051035724953545,39.621763835401644,6,6.603627305900274,0.35748159717693584,168
98,2,0,7,24,162,168,7,7,provisional,132.28804,2.7062613937485196,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.4624563937485,0.1811656416228852,39.37411014604779,6,6.562351691007965,0.368658199600383,168
99,2,0,6,24,162,168,7,7,provisional,132.85788,2.277019366149119,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.80396636614913,0.19198598208796136,38.95630132099671,6,6.492716886832785,0.37288181343256765,168
100,2,0,2,22,162,168,7,7,provisional,135.066956,4.819019258519262,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.51038774148074,0.1767128169649666,38.75868457354271,6,6.459780762257118,0.3873861836516483,168
101,2,0,10,1,162,168,7,7,provisional,131.233444,3.2513076165472796,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.64548761654729,0.25196150179389204,38.21349912913576,6,6.368916521522627,0.3096019936622566,168
102,2,0,4,23,162,168,7,7,provisional,133.953735,3.348448160954149,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.32234016095416,0.16589117139191775,38.03885554060288,6,6.339809256767147,0.3695185911800583,168
103,2,1,8,2,162,168,7,7,provisional,129.771805,3.931040158522592,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.3208641585226,0.21923136533743248,37.944386113034625,6,6.324064352172438,0.35620666228509623,168
104,2,0,11,21,162,168,7,7,provisional,130.852875,2.7878089925780216,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.41153200742198,0.19659202359984876,37.7638648534492,6,6.2939774755748665,0.3703787582494583,168
105,2,0,4,11,162,168,7,7,provisional,140.383713,2.442543498299017,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.11994249829903,0.17327300457989972,37.71176456945113,6,6.285294094908521,0.39601978808527105,168
106,2,0,7,22,162,168,7,7,provisional,138.328552,2.823412063832876,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.4630760638329,0.19283094313822136,37.568422461452414,6,6.261403743575403,0.3882719242502531,168
107,2,0,1,28,162,168,7,7,provisional,131.552246,2.6838495808316623,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,132.07030858083166,0.23502694059772916,37.56307353343527,6,6.260512255572546,0.3563691101267907,168
108,2,0,10,28,162,168,7,7,provisional,129.386414,2.6568930088507443,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.28038200885075,0.22318897775309332,37.26531086312365,6,6.210885143853942,0.3707421204485397,168
109,2,0,11,15,162,168,7,7,provisional,132.83075,3.133517154618829,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.20347915461883,0.19793160875879706,37.12002735441092,6,6.186671225735154,0.385876920528523,168
110,2,0,10,11,162,168,7,7,provisional,140.939865,6.22227897718804,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.60859302281196,0.1958905471710204,36.7216840745607,6,6.12028067909345,0.3731800522126269,168
111,2,1,6,22,162,168,7,7,provisional,138.197052,4.038142633058413,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.54848763305841,0.2176945635302444,36.57957802430171,6,6.096596337383619,0.3504969842135648,168
112,2,1,4,30,162,168,7,7,provisional,136.777359,3.6119729303057113,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.8757740696943,0.2397760163008864,36.476780293797226,6,6.079463382299537,0.3273414709915858,168
113,2,1,10,30,162,168,7,7,provisional,134.314484,3.2511378948265417,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.02529289482655,0.2406422950790793,35.81932782651415,6,5.969887971085691,0.33947356657979666,168
114,2,1,5,7,162,168,7,7,provisional,129.540085,2.275313417371521,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,128.97781241737152,0.23399110870724216,35.64571905430595,6,5.940953175717659,0.3787610808417561,168
115,2,0,1,6,162,168,7,7,provisional,124.452499,2.6491221058197,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,124.5286428941803,0.22588066345380595,35.04235590307923,6,5.8403926505132056,0.3985718003467338,168
116,2,1,2,24,162,168,7,7,provisional,134.869675,4.261906229796324,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.12006022979634,0.24596182740247957,35.022855749361916,6,5.837142624893652,0.34909654571959003,168
117,2,0,8,7,162,168,7,7,provisional,133.407867,2.2035953518889357,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.17398364811106,0.18863399379616858,34.67278389490305,6,5.778797315817175,0.38547459899715714,168
118,2,1,2,26,162,168,7,7,provisional,133.595261,3.490110548084658,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.30064254808465,0.2320115795610176,34.669227742884885,6,5.778204623814148,0.34623436679927605,168
119,2,0,12,22,162,168,7,7,provisional,132.691986,3.0137557848781853,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.06835221512182,0.1700580049743593,34.65185676588514,6,5.775309460980857,0.38464987380970905,168
120,2,0,1,25,162,168,7,7,provisional,129.551483,2.016917529542752,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.28350352954274,0.2187926378362776,34.52565458932641,6,5.754275764887734,0.384178646513517,168
121,2,0,10,25,162,168,7,7,provisional,133.730957,2.218410006560333,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.19999300656033,0.18829125558622056,34.39087592314362,6,5.731812653857269,0.3699065877167323,168
122,2,1,8,30,162,168,7,7,provisional,130.686691,4.342288685162913,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.6453126851629,0.22550759394550696,34.38657742080987,6,5.731096236801645,0.34488792518738587,168
123,2,0,3,28,162,168,7,7,provisional,136.604095,2.091813540865644,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.05725254086565,0.2254581368643815,34.373038889311296,6,5.728839814885216,0.3748627290018158,168
124,2,1,8,21,162,168,7,7,provisional,133.534149,2.5375778373020523,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.29740483730205,0.23970352213623342,34.331013939485594,6,5.721835656580932,0.34769620762569303,168
125,2,0,8,5,162,168,7,7,provisional,128.618439,1.9179753097079129,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,128.77399330970792,0.20244647192784473,34.143078480928,6,5.690513080154666,0.3538048739063521,168
126,2,0,7,28,162,168,7,7,provisional,135.279541,2.990767324009539,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.83212367599046,0.19203412297011788,33.97355031217778,6,5.662258385362963,0.35678202258767483,168
127,2,0,1,31,162,168,7,7,provisional,131.575806,2.8366447113514255,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.79503371135144,0.2340015869093932,33.925100526647554,6,5.654183421107926,0.35790943110374884,168
128,2,0,4,29,162,168,7,7,provisional,133.572144,3.430175122119209,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.45239212211922,0.18300934889853127,33.682196746545976,6,5.613699457757662,0.3696817310739709,168
129,2,0,8,4,162,168,7,7,provisional,129.672073,2.994396510161579,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.07681648983842,0.2033867153618464,33.150690378342034,6,5.525115063057005,0.35499309495019354,168
130,2,0,2,29,162,168,7,7,provisional,131.089249,2.482630072050256,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.69605507205026,0.1985276258576994,32.96384690740585,6,5.493974484567642,0.3558396869253666,168
131,2,1,12,7,162,168,7,7,provisional,127.403847,2.7327267810394176,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,128.3498377810394,0.21819851559204545,32.562170878066944,6,5.427028479677824,0.3592946138152637,168
132,2,1,10,17,162,168,7,7,provisional,133.137238,7.267809094176187,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.0879799058238,0.22903916441771144,32.516159769620714,6,5.419359961603452,0.35261798533566674,168
133,2,1,7,30,162,168,7,7,provisional,133.673355,3.535278626731497,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.5206916267315,0.22283534373994351,32.5011319183598,6,5.416855319726634,0.3330039030269301,168
134,2,0,2,23,162,168,7,7,provisional,133.578552,3.3376856030889144,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.2851496030889,0.18607986382739225,32.456800444582306,6,5.409466740763718,0.37963619914442615,168
135,2,1,4,28,162,168,7,7,provisional,136.182709,6.491338604297539,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.22774739570247,0.23041394340937169,32.34564234592232,6,5.390940390987054,0.3424405639691906,168
136,2,0,4,19,162,168,7,7,provisional,136.781281,2.5909835796267657,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.37147057962676,0.1708677226619781,32.32513231521378,6,5.38752205253563,0.3878461448105935,168
137,2,1,4,27,162,168,7,7,provisional,135.959915,5.201651802205703,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.9491201977943,0.24794776347713346,32.233640983104166,6,5.372273497184028,0.3464072350935569,168
138,2,1,7,31,162,168,7,7,provisional,134.752441,3.7889975892483108,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.42068058924832,0.22881250643484555,32.22479830045112,6,5.370799716741853,0.3332221474893307,168
139,2,1,6,20,162,168,7,7,provisional,136.193802,2.2991107696828124,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.4710777696828,0.20025514907377337,32.184329121364776,6,5.364054853560796,0.36176370907269223,168
140,2,1,1,27,162,168,7,7,provisional,135.830917,2.0058969796366455,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.57059502036336,0.2526847420715409,32.157535719913184,6,5.359589286652198,0.33444320764702506,168
141,2,0,2,5,162,168,7,7,provisional,132.25029,4.940201207669588,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.88163679233043,0.18329952673979846,32.12215947816109,6,5.353693246360181,0.35148624142308244,168
142,2,0,2,14,162,168,7,7,provisional,138.180969,6.006826381953999,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.260919618046,0.17771008461867074,31.95830351073584,6,5.326383918455973,0.38005226922724217,168
