ew,pp,tt,period_start,period_end,n_found,n_used,status,median_mpv,max_abs_residual,missing_days,flagged_days,numeric_excluded_days,qa_flag,source,split_day,n_before,n_after,signed_median_shift,notes,constant,constant_error,chi2,ndf,chi2_ndf,max_weight_fraction,dominant_day
0,1,29,162,168,7,7,provisional,130.462341,1.6197515791087085,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.3744665791087,0.22448815398733588,22.84323328412454,6,3.8072055473540902,0.37028338865251076,168
0,1,30,162,168,7,7,provisional,129.861771,3.1315516792419373,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.60352167924194,0.20594213560832822,23.32774738293109,6,3.887957897155182,0.34028097976110494,168
0,1,31,162,168,7,7,provisional,131.575806,2.8366447113514255,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.79503371135144,0.2340015869093932,33.925100526647554,6,5.654183421107926,0.35790943110374884,168
0,2,1,162,168,7,7,provisional,134.922043,4.642790950180853,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.11903295018087,0.25332152993737633,41.35687971082465,6,6.892813285137442,0.33278362255721333,168
0,2,2,162,168,7,7,provisional,131.179642,2.6685807084695057,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.8819872915305,0.20030168344007232,13.746410755808885,6,2.291068459301481,0.3607585145660559,168
0,2,3,162,168,7,7,provisional,131.413605,1.5705730203588644,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.72010902035888,0.20984449569915248,11.703784522839861,6,1.9506307538066434,0.3476885916572356,168
0,2,4,162,168,7,7,provisional,129.767563,2.652816452260751,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.59378045226075,0.18835954980360958,18.432168880339393,6,3.072028146723232,0.3794100640333248,168
0,2,5,162,168,7,7,provisional,132.25029,4.940201207669588,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.88163679233043,0.18329952673979846,32.12215947816109,6,5.353693246360181,0.35148624142308244,168
0,2,6,162,168,7,7,provisional,129.836365,2.0828918263580505,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.99641982635805,0.16920865520470663,11.066847774641518,6,1.8444746291069196,0.3770209779747428,168
0,2,7,162,168,7,7,provisional,130.18924,1.8384745274642853,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.99962252746428,0.17145389280206913,13.359278402548755,6,2.2265464004247923,0.3933395134719896,168
0,2,8,162,168,7,7,provisional,130.279465,1.3953754254929436,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,130.37077842549294,0.15877362305506337,10.096458519729106,6,1.6827430866215176,0.39420074449363157,168
0,2,9,162,168,7,7,provisional,131.591064,4.218571556548312,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.64382444345168,0.15508995282431598,15.106024530263072,6,2.5176707550438455,0.39087675394023624,168
0,2,10,162,168,7,7,provisional,137.383194,2.3929968078674904,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.3031528078675,0.18246572101534522,31.013149144236934,6,5.168858190706156,0.3874629552733879,168
0,2,11,162,168,7,7,provisional,138.735458,3.072917715074766,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.52199871507477,0.18335033955867694,15.75707483413541,6,2.6261791390225686,0.38935127975946526,168
0,2,12,162,168,7,7,provisional,138.159134,4.7906819326412915,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.9818550673587,0.1829349858480065,15.107401710322563,6,2.5179002850537606,0.3800402973468144,168
0,2,13,162,168,7,7,provisional,138.3983,5.121536312104752,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.13966368789525,0.19168795435679856,14.420308861987982,6,2.4033848103313304,0.3917219361195915,168
0,2,14,162,168,7,7,provisional,138.180969,6.006826381953999,,,,large_chi2_ndf,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,138.260919618046,0.17771008461867074,31.95830351073584,6,5.326383918455973,0.38005226922724217,168
0,2,15,162,168,7,7,provisional,137.550217,2.1165475589599225,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.6965784410401,0.1861221697853002,15.149357574181426,6,2.5248929290302375,0.3866844089676425,168
0,2,16,162,168,7,7,provisional,135.666489,4.791541408673538,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.82245659132647,0.17823208771563703,19.83579594330622,6,3.305965990551037,0.385568970590069,168
0,2,17,162,168,7,7,provisional,136.423889,6.427348853223236,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.30482914677677,0.1755137679410276,19.085773500311323,6,3.1809622500518873,0.39191354813211243,168
0,2,18,162,168,7,7,provisional,134.763245,2.5230984322384984,,,,,yuno,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.5101594322385,0.1809428877796189,26.379421055502178,6,4.39657017591703,0.380567989526727,168
