# storeTime GMT: 2023-06-18 04:02:29
# day ew pp tile mip offset
169 0 1 1 116.19718579376031 0
169 0 1 2 123.53065067356081 0
169 0 1 3 115.92483051086168 0
169 0 1 4 130.30879882859918 0
169 0 1 5 121.65042991451601 0
169 0 1 6 127.44293416086194 0
169 0 1 7 122.10137900380039 0
169 0 1 8 128.28510418134513 0
169 0 1 9 125.49557968689842 0
169 0 1 10 136.81261363210638 0
169 0 1 11 136.50030216358033 0
169 0 1 12 138.35509358096567 0
169 0 1 13 137.365048714585 0
169 0 1 14 137.64501760924512 0
169 0 1 15 137.74444918244572 0
169 0 1 16 135.37622320691972 0
169 0 1 17 135.9207662124637 0
169 0 1 18 137.50830012059754 0
169 0 1 19 134.16310934900352 0
169 0 1 20 136.78069456725348 0
169 0 1 21 135.60614790224597 0
169 0 1 22 135.8417473778087 0
169 0 1 23 136.4260750612117 0
169 0 1 24 135.3605996498063 0
169 0 1 25 134.75523212757608 0
169 0 1 26 136.4781400383339 0
169 0 1 27 136.66739437205254 0
169 0 1 28 137.3403164457062 0
169 0 1 29 136.32456328968595 0
169 0 1 30 134.7800892662458 0
169 0 1 31 136.6709212727108 0
169 0 2 1 137.64337417662733 0
169 0 2 2 134.29828187194778 0
169 0 2 3 134.47040488578088 0
169 0 2 4 132.80092646784072 0
169 0 2 5 133.9694568477632 0
169 0 2 6 132.33090450555665 0
169 0 2 7 131.99447717073275 0
169 0 2 8 132.1624962050498 0
169 0 2 9 132.27820498317632 0
169 0 2 10 138.43530024585414 0
169 0 2 11 139.47224602656263 0
169 0 2 12 139.18346081531573 0
169 0 2 13 139.5702709968914 0
169 0 2 14 139.8693922358735 0
169 0 2 15 139.9615644455667 0
169 0 2 16 138.94368332542064 0
169 0 2 17 139.74109447285744 0
169 0 2 18 138.07353871491864 0
169 0 2 19 137.39916739403054 0
169 0 2 20 140.08817446317647 0
169 0 2 21 137.1985018117886 0
169 0 2 22 139.14239463396044 0
169 0 2 23 137.62261833438316 0
169 0 2 24 140.09141066797588 0
169 0 2 25 136.53632037869014 0
169 0 2 26 141.19472927152478 0
169 0 2 27 138.2835064959335 0
169 0 2 28 140.6680043373616 0
169 0 2 29 136.2723959126331 0
169 0 2 30 138.8258366441509 0
169 0 2 31 136.78836173375737 0
169 0 3 1 133.65980106024048 0
169 0 3 2 129.49734304493904 0
169 0 3 3 131.22163121698878 0
169 0 3 4 133.39747386460112 0
169 0 3 5 131.87315382940534 0
169 0 3 6 133.23935940550865 0
169 0 3 7 130.25932814847624 0
169 0 3 8 131.17243146600393 0
169 0 3 9 132.14147431655752 0
169 0 3 10 139.38458728684648 0
169 0 3 11 141.336710218336 0
169 0 3 12 139.46809815229693 0
169 0 3 13 138.87531390242756 0
169 0 3 14 138.90663517281843 0
169 0 3 15 138.98906624816698 0
169 0 3 16 138.86102490851707 0
169 0 3 17 140.2783409558009 0
169 0 3 18 137.36445068526731 0
169 0 3 19 138.3665952917312 0
169 0 3 20 135.10679312950163 0
169 0 3 21 137.05724953854713 0
169 0 3 22 138.41915918546877 0
169 0 3 23 138.39145114410124 0
169 0 3 24 139.40340815661096 0
169 0 3 25 139.03115899477777 0
169 0 3 26 138.92807777553386 0
169 0 3 27 140.99258523817514 0
169 0 3 28 140.21353304315647 0
169 0 3 29 137.2670484942215 0
169 0 3 30 137.78162447170013 0
169 0 3 31 137.5400818336399 0
169 0 4 1 140.00197228091346 0
169 0 4 2 132.74866730635577 0
169 0 4 3 133.53053598642984 0
169 0 4 4 133.46314167927895 0
169 0 4 5 134.93691537139514 0
169 0 4 6 133.38549371295895 0
169 0 4 7 134.78528613160987 0
169 0 4 8 134.10969657963005 0
169 0 4 9 131.91668386406545 0
169 0 4 10 139.75710554547183 0
169 0 4 11 140.30245420339585 0
169 0 4 12 141.39464361001455 0
169 0 4 13 139.11160640650107 0
169 0 4 14 142.47707301632087 0
169 0 4 15 140.3292762235839 0
169 0 4 16 139.58906362732472 0
169 0 4 17 138.05320059199215 0
169 0 4 18 139.48970837163685 0
169 0 4 19 139.32626752191877 0
169 0 4 20 138.256774185255 0
169 0 4 21 137.6897799607033 0
169 0 4 22 139.2288170245974 0
169 0 4 23 137.52493121421267 0
169 0 4 24 141.43407177893317 0
169 0 4 25 137.6518295862992 0
169 0 4 26 139.46257198653112 0
169 0 4 27 137.40381347654892 0
169 0 4 28 139.75927251568712 0
169 0 4 29 138.2322477105919 0
169 0 4 30 138.99109778067148 0
169 0 4 31 137.13024298076883 0
169 0 5 1 132.9713640105042 0
169 0 5 2 136.67671930241283 0
169 0 5 3 134.7300338811746 0
169 0 5 4 135.7388913093461 0
169 0 5 5 131.87256502427243 0
169 0 5 6 134.73621600128513 0
169 0 5 7 131.37649868820696 0
169 0 5 8 132.021475040495 0
169 0 5 9 131.13308309868856 0
169 0 5 10 130.6515747452128 0
169 0 5 11 136.47712908854862 0
169 0 5 12 138.2320682266749 0
169 0 5 13 135.26962637283756 0
169 0 5 14 129.2280143494955 0
169 0 5 15 135.66042187960704 0
169 0 5 16 134.73007205122715 0
169 0 5 17 137.4842317129014 0
169 0 5 18 135.19560618279675 0
169 0 5 19 133.6525441827507 0
169 0 5 20 135.54510565725818 0
169 0 5 21 136.17267935344952 0
169 0 5 22 137.81287410312024 0
169 0 5 23 135.8028520331157 0
169 0 5 24 136.87854822330246 0
