day,ew,pp,tt,review_status,action,reason,old_mpv,replacement_mpv,replacement_mpv_error,notes
167,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
167,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
168,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
168,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
169,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
169,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
170,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
170,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
171,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
171,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
172,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
172,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
173,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
173,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
174,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
174,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
175,1,1,6,known_dead_tile,exclude_from_period_fit,known_dead_tile,120.0,,,persistent_known_dead_tile;exclude_no_carry_forward
175,1,2,10,known_dead_tile,exclude_from_period_fit,known_dead_tile,130.0,,,persistent_known_dead_tile;exclude_no_carry_forward
